,Brand,Model,Type,Dimension (in),Screen Resolution,CPU Brand,CPU Model,CPU Frequency (GHz),GPU Brand,GPU Model,RAM (GB),HDD,SSD,OS,Weight (kg),Price (Euro)
346,HP,ProBook 440,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,False,True,Windows,1.63,689.0
347,Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel,Core i5 8250U,1.6,AMD,Radeon 530,8,True,True,Linux,2.8,889.0
348,Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,8,False,True,Windows,2.02,1340.0
349,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce 920MX,4,True,False,Windows,2.2,799.0
350,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Nvidia,GeForce 920MX,8,True,False,No OS,2.2,459.0
351,Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M430,4,True,,Windows,2.3,585.0
352,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,Core i5 7440HQ,2.8,Intel,HD Graphics 620,8,False,True,Windows,1.9,1377.0
353,Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,16,True,True,Windows,,3012.77
354,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,3840x2160,Intel,Core i7 7500U,2.7,Nvidia,GeForce GTX 960M,8,True,,Windows,2.0,1299.0
355,Asus,ROG Strix,Gaming,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1060,8,True,True,Windows,2.3,1649.0
356,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,Core i7 7600U,2.8,Nvidia,GeForce 930MX,8,False,True,Windows,1.93,1369.0
357,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,Core i5 8250U,1.6,AMD,Radeon 530,8,False,True,Windows,2.2,797.41
358,HP,Omen 15-ce006nv,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,12,True,False,Windows,2.62,1799.0
359,Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,8,False,True,Windows,1.87,859.0
360,Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,8,False,True,Windows,,1399.0
361,Dell,Vostro 5468,Notebook,14.0,1920x1080,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,False,True,Windows,,735.87
362,HP,Envy 13-AB020nr,Ultrabook,13.3,3200x1800,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,8,False,True,Windows,1.34,1145.0
363,Acer,Aspire 7,Gaming,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,8,True,False,Linux,2.4,798.0
364,HP,ProBook 450,Notebook,15.6,1920x1080,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,4,False,True,Windows,2.1,705.5
365,Lenovo,ThinkPad E470,Notebook,14.0,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,True,,Windows,1.87,785.0
366,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,,False,No OS,2.15,462.35
367,HP,250 G6,Notebook,15.6,1920x1080,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,Windows,1.86,397.0
368,Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,8,False,,Windows,1.99,1729.0
369,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,False,True,Windows,2.2,499.0
370,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,Windows,1.9,1116.99
371,Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,16,True,,Windows,,2699.0
372,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,8,True,False,Windows,2.65,544.15
373,HP,ProBook 470,Notebook,17.3,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce 930MX,8,True,False,Windows,2.63,1280.0
374,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,6,True,True,Windows,2.8,949.0
375,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M420,4,,False,Windows,2.18,617.9
376,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,1920x1080,Intel,Core i3 7130U,2.7,Intel,HD Graphics 620,4,False,True,Windows,2.05,630.0
377,Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M620M,8,False,True,Windows,3.4,2999.0
378,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,8,True,True,Windows,2.5,839.0
379,Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,8,,True,Windows,,1599.0
380,Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,4,True,False,Windows,1.93,959.0
381,Lenovo,ThinkPad L470,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,True,,Windows,2.02,990.0
382,Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,,Windows,2.3,830.0
383,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,1920x1080,Intel,Core i5 8250U,1.6,Intel,HD Graphics 620,4,True,False,Windows,2.05,685.0
384,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,1920x1080,Intel,Core i7 6820HK,2.7,Nvidia,GeForce GTX 1070,32,True,True,Windows,,2663.0
385,Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,AMD,Radeon R5 M430,8,False,True,Linux,2.2,749.01
386,Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,8,True,False,Windows,1.9,1008.52
387,HP,ProBook 430,Notebook,13.3,1920x1080,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,4,False,True,Windows,1.49,719.0
388,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,Core i7 7600U,2.8,Nvidia,GeForce 930MX,16,False,True,Windows,,1537.39
389,HP,Omen 17-AN010nv,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,16,True,True,Windows,3.78,1498.0
390,Lenovo,Thinkpad T460s,Ultrabook,14.0,1920x1080,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,12,False,True,Windows,,1673.0
391,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,1366x768,Intel,Core i7 8550U,1.8,Intel,HD Graphics 620,12,True,False,Windows,,609.0
392,Asus,ROG Strix,Gaming,17.3,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1060,8,True,True,Windows,2.73,1770.0
393,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,1920x1080,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,No OS,2.8,529.0
394,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3,Intel,HD Graphics 520,8,True,False,Windows,2.29,459.0
395,Lenovo,Thinkpad T470p,Notebook,14.0,1920x1080,Intel,Core i5 7300HQ,2.5,Intel,HD Graphics 630,8,False,True,Windows,1.7,1474.0
396,HP,EliteBook 850,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,8,False,True,Windows,1.84,1219.0
397,HP,ProBook 450,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,4,,False,Windows,2.1,668.48
398,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M420,4,True,False,Linux,2.18,465.0
399,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,6,True,False,Windows,2.4,564.0
400,Dell,Inspiron 7559,Gaming,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960<U+039C>,16,True,False,Windows,2.59,879.01
401,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,Linux,2.18,443.9
402,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,Linux,2.25,359.0
403,Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,4,True,False,Linux,,869.0
404,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,8,True,True,Windows,3.0,1168.0
405,Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M420,4,False,True,Linux,2.18,569.0
406,HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,8,False,True,Windows,1.84,1389.0
407,HP,ProBook 650,Notebook,14.0,1366x768,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,8,False,True,Windows,2.31,1124.0
408,Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,8,False,,Windows,1.65,1465.0
409,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,Core i5 8250U,1.6,AMD,Radeon 530,4,True,False,Windows,2.2,776.0
410,HP,EliteBook 850,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,True,False,Windows,1.88,932.0
411,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce 920MX,8,,False,Windows,2.2,899.0
412,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,False,True,No OS,2.2,468.0
413,Dell,XPS 15,Notebook,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,8,False,True,Windows,2.0,1820.0
414,Asus,ZenBook 3,Ultrabook,14.0,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,16,False,True,Windows,1.1,1900.0
415,Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,16,True,True,Windows,2.62,1479.0
416,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,1920x1080,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,4,False,True,Windows,1.8,829.0
417,Lenovo,Ideapad 320-15ISK,Notebook,15.6,1920x1080,Intel,Core i3 6006U,2.0,Nvidia,GeForce 920MX,4,True,,Windows,2.2,579.0
418,Asus,VivoBook Pro,Notebook,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,8,True,False,Windows,1.99,906.62
419,Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,8,False,True,Windows,1.23,1869.0
420,Dell,XPS 15,Notebook,15.6,3840x2160,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,16,False,True,Windows,2.06,2399.0
421,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050M,8,True,True,Windows,,1109.0
422,Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,16,False,True,Windows,1.14,2450.0
423,Asus,ROG GL553VE-FY022,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,8,True,False,No OS,2.5,1169.0
424,Acer,Extensa EX2540,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,Windows,2.4,450.0
425,Acer,Swift 3,Ultrabook,14.0,1920x1080,Intel,Core i5 7200U,2.5,Intel,Graphics 620,8,,True,Windows,,919.0
426,Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,8,False,True,Windows,,1584.0
427,Asus,ROG G701VI,Gaming,17.3,1920x1080,Intel,Core i7 6820HK,2.7,Nvidia,GeForce GTX 1080,32,False,True,Windows,3.8,2799.0
428,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,8,True,False,Linux,2.4,709.0
429,Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,8,False,True,Windows,1.2,1449.9
430,HP,250 G6,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,No OS,,364.9
431,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,Core i7 8550U,1.8,AMD,Radeon 530,8,False,,Windows,2.2,919.0
432,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,Core i7 8550U,1.8,AMD,Radeon 530,16,True,True,Windows,2.2,1135.0
433,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960,8,True,True,Windows,3.31,1196.0
434,Dell,Alienware 17,Gaming,17.3,3840x2160,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,32,True,True,Windows,,3147.37
435,Dell,Latitude E7470,Notebook,14.0,1920x1080,Intel,Core i5 6300U,2.4,Intel,HD Graphics 520,8,False,True,Windows,1.56,1229.0
436,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,True,False,Windows,2.2,535.0
437,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M430,6,True,,Windows,2.04,539.0
438,Dell,Latitude 3580,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,True,False,Windows,2.06,955.0
439,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,AMD,Radeon 530,8,True,False,Windows,2.1,745.0
440,Acer,Aspire 3,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,False,True,Linux,,412.0
441,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M430,8,True,True,Windows,1.9,817.95
442,Asus,Zenbook 3,Ultrabook,14.0,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,Windows,,1135.0
443,Acer,Aspire VX5-591G,Gaming,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050 Ti,16,False,True,Windows,2.5,1299.0
444,Dell,Alienware 15,Gaming,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1060,16,True,True,Windows,3.21,2051.0
445,HP,17-bs000nv I3,Notebook,17.3,1920x1080,Intel,Core i3 6006U,2.0,AMD,Radeon R5 520,4,False,True,Windows,2.5,699.0
446,Dell,Alienware 15,Gaming,15.6,1920x1080,Intel,Core i7 7820HK,2.9,Nvidia,GeForce GTX 1070,16,True,True,Windows,3.49,2813.75
447,HP,250 G6,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,AMD,Radeon 520,4,True,False,Windows,,612.61
448,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M430,4,True,,Windows,2.2,545.67
449,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,False,True,Windows,,699.0
450,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,AMD,Radeon 530,4,True,False,Windows,2.1,689.0
451,Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,8,True,False,Windows,,819.0
452,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,True,False,Windows,2.1,621.45
453,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,No OS,1.9,450.0
454,Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,Windows,2.18,795.0
455,Lenovo,Thinkpad T460p,Notebook,14.0,1920x1080,Intel,Core i5 6300HQ,2.3,Intel,HD Graphics 520,8,False,True,Windows,1.8,1191.0
456,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,8,True,True,Windows,,1249.0
457,Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel,Core i5 7440HQ,2.8,Nvidia,GeForce 930MX,8,False,True,Linux,,1089.0
458,Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,,,Linux,1.98,726.0
459,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,16,False,True,Windows,1.93,1426.66
460,Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,Intel,Core i5 7200U,2.5,Nvidia,GeForce 920MX,8,False,True,Windows,1.87,857.07
461,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,8,False,True,Windows,1.9,1179.0
462,HP,ProBook 470,Notebook,17.3,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce 930MX,8,False,True,Windows,,1200.0
463,Lenovo,ThinkPad X1,Ultrabook,14.0,2560x1440,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,8,False,True,Windows,,1686.64
464,Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,Windows,1.32,1499.0
465,Dell,Alienware 17,Gaming,17.3,3840x2160,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,32,True,True,Windows,4.36,3659.4
466,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,True,False,No OS,1.9,489.9
467,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,Core i5 8250U,1.6,AMD,Radeon 530,8,True,True,Windows,2.2,719.0
468,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,AMD,Radeon R7 M445,8,True,False,Linux,2.32,589.52
469,Acer,Predator 17,Gaming,17.3,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 1060,16,True,True,Windows,4.2,1935.0
470,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,12,True,False,Windows,2.25,649.0
471,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,True,False,Windows,2.4,559.0
472,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,,Windows,,960.0
473,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,4,True,False,Windows,1.85,779.0
474,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,Windows,2.4,410.8
475,Dell,Inspiron 7560,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,8,True,True,Windows,2.0,1207.0
476,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,8,False,,Windows,2.0,665.0
477,HP,250 G6,Notebook,15.6,1920x1080,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,8,False,True,Windows,1.86,539.0
478,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,,Windows,1.6,1126.71
479,HP,EliteBook 850,Notebook,15.6,1920x1080,Intel,Core i5 6300U,2.4,Intel,HD Graphics 520,8,False,True,Windows,1.84,1900.0
480,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel,Core i5 6300HQ,2.3,Nvidia,GeForce GTX 950M,4,True,,No OS,2.45,579.0
481,Lenovo,Thinkpad T460,Ultrabook,14.0,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,,True,Windows,1.7,1096.0
482,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,4,,True,Windows,2.37,849.9
483,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,8,True,,Windows,2.2,1099.0
484,Dell,Alienware 17,Gaming,15.6,3840x2160,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,16,True,True,Windows,4.42,2868.99
485,Acer,Aspire 3,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,False,True,Windows,2.1,599.0
486,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,8,,True,Windows,2.5,1048.0
487,Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel,Core i7 7600U,2.8,Intel,HD Graphics 620,16,False,True,Windows,1.18,1859.0
488,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,3200x1800,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,Windows,1.2,1129.0
489,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,Windows,1.65,849.0
490,Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,False,True,Windows,1.6,655.0
491,Dell,Inspiron 7559,Gaming,15.6,3840x2160,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960M,16,True,True,Windows,2.72,1099.0
492,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,AMD,Radeon R7 M445,16,False,True,Windows,2.3,1181.27
493,Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,8,True,False,Windows,2.62,1099.0
494,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,False,True,Windows,1.26,1244.0
495,Lenovo,Thinkpad P50,Notebook,15.6,3840x2160,Intel,Core i7 6820HQ,2.7,Nvidia,Quadro M2000M,16,False,True,Windows,2.5,2370.0
496,Acer,Swift 3,Notebook,14.0,1920x1080,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,4,False,True,Windows,1.8,636.0
497,Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070M,32,True,True,Windows,,3588.8
498,Asus,Rog G752VS-BA171T,Gaming,17.3,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 1070,16,True,True,Windows,4.3,2350.0
499,Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,16,False,True,Windows,1.7,2299.0
500,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,4,True,False,Windows,2.4,999.0
501,Acer,Predator G9-793,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,16,True,,Windows,4.2,2299.0
502,Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,8,False,True,Windows,,985.0
503,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX1060,8,True,True,Windows,2.24,1339.0
504,Dell,Latitude 3580,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,Windows,,810.0
505,Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M420X,8,False,True,Windows,2.0,739.0
506,Asus,Pro P2540UA-XS51,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,Windows,2.37,1099.0
507,Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,Windows,1.29,1499.0
508,Dell,XPS 15,Notebook,15.6,3840x2160,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,8,False,True,Windows,2.06,1749.0
509,Dell,Inspiron 7567,Gaming,15.6,3840x2160,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,16,False,True,Windows,2.62,1679.0
510,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Nvidia,GeForce 920M,4,True,False,Windows,2.4,609.0
511,HP,Omen 17-an012dx,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,AMD,Radeon RX 580,12,True,False,Windows,3.74,1749.0
512,Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce GT 940MX,8,True,False,Windows,,961.0
513,Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M420,8,False,True,Windows,2.18,789.81
